"business_id","attribute_name","attribute_value"
"LibQv6uJiktJh7U3beNA2g","Wheelchair Accessible","true"
"LibQv6uJiktJh7U3beNA2g","Good For Groups","true"
"LibQv6uJiktJh7U3beNA2g","Outdoor Seating","false"
"LibQv6uJiktJh7U3beNA2g","Good For Kids","true"
"iZdynPTpKwbX5O3uLeC9Gg","Alcohol","none"
"iZdynPTpKwbX5O3uLeC9Gg","Waiter Service","false"
"iZdynPTpKwbX5O3uLeC9Gg","Delivery","false"
"iZdynPTpKwbX5O3uLeC9Gg","Attire","casual"
"iZdynPTpKwbX5O3uLeC9Gg","Good for Kids","true"
"iZdynPTpKwbX5O3uLeC9Gg","Take-out","true"
"iZdynPTpKwbX5O3uLeC9Gg","Accepts Credit Cards","true"
"iZdynPTpKwbX5O3uLeC9Gg","Price Range","1"
"iZdynPTpKwbX5O3uLeC9Gg","Takes Reservations","false"
"iZdynPTpKwbX5O3uLeC9Gg","Noise Level","quiet"
"iZdynPTpKwbX5O3uLeC9Gg","Has TV","true"
"iZdynPTpKwbX5O3uLeC9Gg","Good For Groups","true"
"iZdynPTpKwbX5O3uLeC9Gg","Outdoor Seating","true"
"NliiPZFKgFIRb34Qb_H-TA","By Appointment Only","false"
"NliiPZFKgFIRb34Qb_H-TA","Accepts Credit Cards","true"
"NliiPZFKgFIRb34Qb_H-TA","Price Range","2"
"tA2DT7CGQPzgA6tTcTkXDw","Coat Check","false"
"tA2DT7CGQPzgA6tTcTkXDw","Alcohol","full_bar"
"tA2DT7CGQPzgA6tTcTkXDw","Waiter Service","true"
"tA2DT7CGQPzgA6tTcTkXDw","Attire","casual"
"tA2DT7CGQPzgA6tTcTkXDw","Delivery","false"
"tA2DT7CGQPzgA6tTcTkXDw","Happy Hour","true"
"tA2DT7CGQPzgA6tTcTkXDw","Good for Kids","false"
"tA2DT7CGQPzgA6tTcTkXDw","Take-out","true"
"tA2DT7CGQPzgA6tTcTkXDw","Accepts Credit Cards","true"
"tA2DT7CGQPzgA6tTcTkXDw","Price Range","2"
"tA2DT7CGQPzgA6tTcTkXDw","Takes Reservations","true"
"tA2DT7CGQPzgA6tTcTkXDw","Smoking","outdoor"
"tA2DT7CGQPzgA6tTcTkXDw","Noise Level","average"
"tA2DT7CGQPzgA6tTcTkXDw","Wheelchair Accessible","true"
"tA2DT7CGQPzgA6tTcTkXDw","Good For Groups","true"
"tA2DT7CGQPzgA6tTcTkXDw","Outdoor Seating","true"
"tA2DT7CGQPzgA6tTcTkXDw","Wi-Fi","free"
"tA2DT7CGQPzgA6tTcTkXDw","Good For Dancing","false"
"q7w9tokdouwt0vEEzsRqxg","Accepts Credit Cards","true"
"q7w9tokdouwt0vEEzsRqxg","Price Range","1"
"q7w9tokdouwt0vEEzsRqxg","Wi-Fi","paid"
"UPbkeVTJR6C-1I7sCuUrmw","Waiter Service","true"
"UPbkeVTJR6C-1I7sCuUrmw","Delivery","true"
"UPbkeVTJR6C-1I7sCuUrmw","Attire","casual"
"UPbkeVTJR6C-1I7sCuUrmw","Good for Kids","true"
"UPbkeVTJR6C-1I7sCuUrmw","Take-out","true"
"UPbkeVTJR6C-1I7sCuUrmw","Accepts Credit Cards","true"
"UPbkeVTJR6C-1I7sCuUrmw","Price Range","1"
"UPbkeVTJR6C-1I7sCuUrmw","Takes Reservations","false"
"UPbkeVTJR6C-1I7sCuUrmw","Noise Level","very_loud"
"UPbkeVTJR6C-1I7sCuUrmw","Wheelchair Accessible","true"
"UPbkeVTJR6C-1I7sCuUrmw","Good For Groups","true"
"UPbkeVTJR6C-1I7sCuUrmw","Outdoor Seating","true"
"E_8a66uqjHXsvb4tdGnkXA","Accepts Credit Cards","true"
"E_8a66uqjHXsvb4tdGnkXA","Price Range","3"
"E_8a66uqjHXsvb4tdGnkXA","Wi-Fi","free"
"yMUVflS-2SnOGafXmdHy6w","Alcohol","none"
"yMUVflS-2SnOGafXmdHy6w","Waiter Service","true"
"yMUVflS-2SnOGafXmdHy6w","Attire","casual"
"yMUVflS-2SnOGafXmdHy6w","Delivery","false"
"yMUVflS-2SnOGafXmdHy6w","Good for Kids","true"
"yMUVflS-2SnOGafXmdHy6w","Take-out","true"
"yMUVflS-2SnOGafXmdHy6w","Accepts Credit Cards","true"
"yMUVflS-2SnOGafXmdHy6w","Price Range","1"
"yMUVflS-2SnOGafXmdHy6w","Takes Reservations","false"
"yMUVflS-2SnOGafXmdHy6w","Caters","false"
"yMUVflS-2SnOGafXmdHy6w","Noise Level","average"
"yMUVflS-2SnOGafXmdHy6w","Has TV","false"
"yMUVflS-2SnOGafXmdHy6w","Wheelchair Accessible","true"
"yMUVflS-2SnOGafXmdHy6w","Good For Groups","true"
"yMUVflS-2SnOGafXmdHy6w","Outdoor Seating","false"
"yMUVflS-2SnOGafXmdHy6w","Wi-Fi","no"
"5kW3gHsqag1WD6Z1_HD54Q","Wheelchair Accessible","true"
"5kW3gHsqag1WD6Z1_HD54Q","Accepts Credit Cards","true"
"5kW3gHsqag1WD6Z1_HD54Q","Outdoor Seating","true"
"5kW3gHsqag1WD6Z1_HD54Q","Price Range","2"
"5kW3gHsqag1WD6Z1_HD54Q","Wi-Fi","free"
"wqLEZpKy3qfE372OPAB4Pg","Alcohol","none"
"wqLEZpKy3qfE372OPAB4Pg","Waiter Service","false"
"wqLEZpKy3qfE372OPAB4Pg","Take-out","true"
"LzreyGNkVTYw4JFuSxWstA","Alcohol","none"
"LzreyGNkVTYw4JFuSxWstA","Waiter Service","true"
"LzreyGNkVTYw4JFuSxWstA","Good for Kids","true"
"LzreyGNkVTYw4JFuSxWstA","Noise Level","quiet"
"LzreyGNkVTYw4JFuSxWstA","Has TV","true"
"LzreyGNkVTYw4JFuSxWstA","Good For Groups","true"
"LzreyGNkVTYw4JFuSxWstA","Accepts Credit Cards","true"
"LzreyGNkVTYw4JFuSxWstA","Price Range","1"
"NleiJA9dpfKjhxe0cCD1MA","Waiter Service","true"
"NleiJA9dpfKjhxe0cCD1MA","Attire","dressy"
"NleiJA9dpfKjhxe0cCD1MA","Happy Hour","true"
"NleiJA9dpfKjhxe0cCD1MA","Delivery","false"
"NleiJA9dpfKjhxe0cCD1MA","Good for Kids","false"
"NleiJA9dpfKjhxe0cCD1MA","Wheelchair Accessible","true"
"NleiJA9dpfKjhxe0cCD1MA","Good For Groups","false"
"NleiJA9dpfKjhxe0cCD1MA","Accepts Credit Cards","true"
"NleiJA9dpfKjhxe0cCD1MA","Price Range","2"
"NleiJA9dpfKjhxe0cCD1MA","Outdoor Seating","true"
"m2N5lcfXv5I2TVcXcMTtOw","Good for Kids","false"
"2e1jzfiHFGCRpV66gYNVbA","Wheelchair Accessible","true"
"2e1jzfiHFGCRpV66gYNVbA","Accepts Credit Cards","true"
"2e1jzfiHFGCRpV66gYNVbA","Price Range","3"
"L9UYbtAUOcfTgZFimehlXw","Alcohol","beer_and_wine"
"L9UYbtAUOcfTgZFimehlXw","Waiter Service","true"
"L9UYbtAUOcfTgZFimehlXw","Attire","casual"
"L9UYbtAUOcfTgZFimehlXw","Delivery","false"
"L9UYbtAUOcfTgZFimehlXw","Good for Kids","true"
"L9UYbtAUOcfTgZFimehlXw","Take-out","true"
"L9UYbtAUOcfTgZFimehlXw","Accepts Credit Cards","true"
"L9UYbtAUOcfTgZFimehlXw","Price Range","2"
"L9UYbtAUOcfTgZFimehlXw","Takes Reservations","false"
"L9UYbtAUOcfTgZFimehlXw","Caters","false"
"L9UYbtAUOcfTgZFimehlXw","Noise Level","average"
"L9UYbtAUOcfTgZFimehlXw","Has TV","false"
"L9UYbtAUOcfTgZFimehlXw","Wheelchair Accessible","true"
"L9UYbtAUOcfTgZFimehlXw","Good For Groups","true"
"L9UYbtAUOcfTgZFimehlXw","Outdoor Seating","true"
"L9UYbtAUOcfTgZFimehlXw","Wi-Fi","free"
"Lw5HqHiaH8Xag5rIF6nDsw","By Appointment Only","true"
"Lw5HqHiaH8Xag5rIF6nDsw","Wheelchair Accessible","true"
"Lw5HqHiaH8Xag5rIF6nDsw","Accepts Credit Cards","true"
"Lw5HqHiaH8Xag5rIF6nDsw","Price Range","2"
"WEUgyNNslbwhqYgku8Gt3Q","Alcohol","full_bar"
"WEUgyNNslbwhqYgku8Gt3Q","Waiter Service","true"
"WEUgyNNslbwhqYgku8Gt3Q","Delivery","false"
"WEUgyNNslbwhqYgku8Gt3Q","Attire","casual"
"WEUgyNNslbwhqYgku8Gt3Q","Good for Kids","true"
"WEUgyNNslbwhqYgku8Gt3Q","Take-out","true"
"WEUgyNNslbwhqYgku8Gt3Q","Accepts Credit Cards","true"
"WEUgyNNslbwhqYgku8Gt3Q","Price Range","2"
"WEUgyNNslbwhqYgku8Gt3Q","Takes Reservations","true"
"WEUgyNNslbwhqYgku8Gt3Q","Noise Level","average"
"WEUgyNNslbwhqYgku8Gt3Q","Has TV","true"
"WEUgyNNslbwhqYgku8Gt3Q","Good For Groups","true"
"WEUgyNNslbwhqYgku8Gt3Q","Outdoor Seating","true"
"WEUgyNNslbwhqYgku8Gt3Q","Wi-Fi","free"
"5wefpQ4OhJ4srP6j1vLTWw","By Appointment Only","false"
"5wefpQ4OhJ4srP6j1vLTWw","Wheelchair Accessible","true"
"5wefpQ4OhJ4srP6j1vLTWw","Accepts Credit Cards","true"
"5wefpQ4OhJ4srP6j1vLTWw","Price Range","3"
"JyqLejwP2CJ4KqdG9fOxDg","Accepts Credit Cards","true"
"JyqLejwP2CJ4KqdG9fOxDg","Price Range","1"
"JyqLejwP2CJ4KqdG9fOxDg","Outdoor Seating","true"
"JyqLejwP2CJ4KqdG9fOxDg","Wi-Fi","free"
"ealuKGLqWQ8VsOU12hq4sA","Alcohol","none"
"ealuKGLqWQ8VsOU12hq4sA","Waiter Service","false"
"ealuKGLqWQ8VsOU12hq4sA","Delivery","true"
"ealuKGLqWQ8VsOU12hq4sA","Attire","casual"
"ealuKGLqWQ8VsOU12hq4sA","Good for Kids","true"
"ealuKGLqWQ8VsOU12hq4sA","Take-out","true"
"ealuKGLqWQ8VsOU12hq4sA","Accepts Credit Cards","true"
"ealuKGLqWQ8VsOU12hq4sA","Price Range","2"
"ealuKGLqWQ8VsOU12hq4sA","Takes Reservations","false"
"ealuKGLqWQ8VsOU12hq4sA","Noise Level","loud"
"ealuKGLqWQ8VsOU12hq4sA","Has TV","true"
"ealuKGLqWQ8VsOU12hq4sA","Good For Groups","true"
"ealuKGLqWQ8VsOU12hq4sA","Outdoor Seating","true"
"Sodko0hlMg7F5doNJGKcWQ","Alcohol","full_bar"
"Sodko0hlMg7F5doNJGKcWQ","Waiter Service","true"
"Sodko0hlMg7F5doNJGKcWQ","Delivery","false"
"Sodko0hlMg7F5doNJGKcWQ","Attire","casual"
"Sodko0hlMg7F5doNJGKcWQ","Good for Kids","true"
"Sodko0hlMg7F5doNJGKcWQ","Take-out","true"
"Sodko0hlMg7F5doNJGKcWQ","Accepts Credit Cards","true"
"Sodko0hlMg7F5doNJGKcWQ","Price Range","2"
"Sodko0hlMg7F5doNJGKcWQ","Takes Reservations","true"
"Sodko0hlMg7F5doNJGKcWQ","Noise Level","average"
"Sodko0hlMg7F5doNJGKcWQ","Wheelchair Accessible","true"
"Sodko0hlMg7F5doNJGKcWQ","Good For Groups","true"
"Sodko0hlMg7F5doNJGKcWQ","Outdoor Seating","false"
"mBM3e0DHU9T2r_mfojSciQ","Price Range","2"
"4dAvlk4JufJKX3bYB6YLCQ","Accepts Credit Cards","true"
"4dAvlk4JufJKX3bYB6YLCQ","Price Range","2"
"4dAvlk4JufJKX3bYB6YLCQ","Outdoor Seating","true"
