,business_id,attribute_name,attribute_value
826,LibQv6uJiktJh7U3beNA2g,Wheelchair Accessible,true
827,LibQv6uJiktJh7U3beNA2g,Good For Groups,true
828,LibQv6uJiktJh7U3beNA2g,Outdoor Seating,false
829,LibQv6uJiktJh7U3beNA2g,Good For Kids,true
830,iZdynPTpKwbX5O3uLeC9Gg,Alcohol,none
831,iZdynPTpKwbX5O3uLeC9Gg,Waiter Service,false
832,iZdynPTpKwbX5O3uLeC9Gg,Delivery,false
833,iZdynPTpKwbX5O3uLeC9Gg,Attire,casual
834,iZdynPTpKwbX5O3uLeC9Gg,Good for Kids,true
835,iZdynPTpKwbX5O3uLeC9Gg,Take-out,true
836,iZdynPTpKwbX5O3uLeC9Gg,Accepts Credit Cards,true
837,iZdynPTpKwbX5O3uLeC9Gg,Price Range,1
838,iZdynPTpKwbX5O3uLeC9Gg,Takes Reservations,false
839,iZdynPTpKwbX5O3uLeC9Gg,Noise Level,quiet
840,iZdynPTpKwbX5O3uLeC9Gg,Has TV,true
841,iZdynPTpKwbX5O3uLeC9Gg,Good For Groups,true
842,iZdynPTpKwbX5O3uLeC9Gg,Outdoor Seating,true
843,NliiPZFKgFIRb34Qb_H-TA,By Appointment Only,false
844,NliiPZFKgFIRb34Qb_H-TA,Accepts Credit Cards,true
845,NliiPZFKgFIRb34Qb_H-TA,Price Range,2
846,tA2DT7CGQPzgA6tTcTkXDw,Coat Check,false
847,tA2DT7CGQPzgA6tTcTkXDw,Alcohol,full_bar
848,tA2DT7CGQPzgA6tTcTkXDw,Waiter Service,true
849,tA2DT7CGQPzgA6tTcTkXDw,Attire,casual
850,tA2DT7CGQPzgA6tTcTkXDw,Delivery,false
851,tA2DT7CGQPzgA6tTcTkXDw,Happy Hour,true
852,tA2DT7CGQPzgA6tTcTkXDw,Good for Kids,false
853,tA2DT7CGQPzgA6tTcTkXDw,Take-out,true
854,tA2DT7CGQPzgA6tTcTkXDw,Accepts Credit Cards,true
855,tA2DT7CGQPzgA6tTcTkXDw,Price Range,2
856,tA2DT7CGQPzgA6tTcTkXDw,Takes Reservations,true
857,tA2DT7CGQPzgA6tTcTkXDw,Smoking,outdoor
858,tA2DT7CGQPzgA6tTcTkXDw,Noise Level,average
859,tA2DT7CGQPzgA6tTcTkXDw,Wheelchair Accessible,true
860,tA2DT7CGQPzgA6tTcTkXDw,Good For Groups,true
861,tA2DT7CGQPzgA6tTcTkXDw,Outdoor Seating,true
862,tA2DT7CGQPzgA6tTcTkXDw,Wi-Fi,free
863,tA2DT7CGQPzgA6tTcTkXDw,Good For Dancing,false
864,q7w9tokdouwt0vEEzsRqxg,Accepts Credit Cards,true
865,q7w9tokdouwt0vEEzsRqxg,Price Range,1
866,q7w9tokdouwt0vEEzsRqxg,Wi-Fi,paid
867,UPbkeVTJR6C-1I7sCuUrmw,Waiter Service,true
868,UPbkeVTJR6C-1I7sCuUrmw,Delivery,true
869,UPbkeVTJR6C-1I7sCuUrmw,Attire,casual
870,UPbkeVTJR6C-1I7sCuUrmw,Good for Kids,true
871,UPbkeVTJR6C-1I7sCuUrmw,Take-out,true
872,UPbkeVTJR6C-1I7sCuUrmw,Accepts Credit Cards,true
873,UPbkeVTJR6C-1I7sCuUrmw,Price Range,1
874,UPbkeVTJR6C-1I7sCuUrmw,Takes Reservations,false
875,UPbkeVTJR6C-1I7sCuUrmw,Noise Level,very_loud
876,UPbkeVTJR6C-1I7sCuUrmw,Wheelchair Accessible,true
877,UPbkeVTJR6C-1I7sCuUrmw,Good For Groups,true
878,UPbkeVTJR6C-1I7sCuUrmw,Outdoor Seating,true
879,E_8a66uqjHXsvb4tdGnkXA,Accepts Credit Cards,true
880,E_8a66uqjHXsvb4tdGnkXA,Price Range,3
881,E_8a66uqjHXsvb4tdGnkXA,Wi-Fi,free
882,yMUVflS-2SnOGafXmdHy6w,Alcohol,none
883,yMUVflS-2SnOGafXmdHy6w,Waiter Service,true
884,yMUVflS-2SnOGafXmdHy6w,Attire,casual
885,yMUVflS-2SnOGafXmdHy6w,Delivery,false
886,yMUVflS-2SnOGafXmdHy6w,Good for Kids,true
887,yMUVflS-2SnOGafXmdHy6w,Take-out,true
888,yMUVflS-2SnOGafXmdHy6w,Accepts Credit Cards,true
889,yMUVflS-2SnOGafXmdHy6w,Price Range,1
890,yMUVflS-2SnOGafXmdHy6w,Takes Reservations,false
891,yMUVflS-2SnOGafXmdHy6w,Caters,false
892,yMUVflS-2SnOGafXmdHy6w,Noise Level,average
893,yMUVflS-2SnOGafXmdHy6w,Has TV,false
894,yMUVflS-2SnOGafXmdHy6w,Wheelchair Accessible,true
895,yMUVflS-2SnOGafXmdHy6w,Good For Groups,true
896,yMUVflS-2SnOGafXmdHy6w,Outdoor Seating,false
897,yMUVflS-2SnOGafXmdHy6w,Wi-Fi,no
898,5kW3gHsqag1WD6Z1_HD54Q,Wheelchair Accessible,true
899,5kW3gHsqag1WD6Z1_HD54Q,Accepts Credit Cards,true
900,5kW3gHsqag1WD6Z1_HD54Q,Outdoor Seating,true
901,5kW3gHsqag1WD6Z1_HD54Q,Price Range,2
902,5kW3gHsqag1WD6Z1_HD54Q,Wi-Fi,free
903,wqLEZpKy3qfE372OPAB4Pg,Alcohol,none
904,wqLEZpKy3qfE372OPAB4Pg,Waiter Service,false
905,wqLEZpKy3qfE372OPAB4Pg,Take-out,true
906,LzreyGNkVTYw4JFuSxWstA,Alcohol,none
907,LzreyGNkVTYw4JFuSxWstA,Waiter Service,true
908,LzreyGNkVTYw4JFuSxWstA,Good for Kids,true
909,LzreyGNkVTYw4JFuSxWstA,Noise Level,quiet
910,LzreyGNkVTYw4JFuSxWstA,Has TV,true
911,LzreyGNkVTYw4JFuSxWstA,Good For Groups,true
912,LzreyGNkVTYw4JFuSxWstA,Accepts Credit Cards,true
913,LzreyGNkVTYw4JFuSxWstA,Price Range,1
914,NleiJA9dpfKjhxe0cCD1MA,Waiter Service,true
915,NleiJA9dpfKjhxe0cCD1MA,Attire,dressy
916,NleiJA9dpfKjhxe0cCD1MA,Happy Hour,true
917,NleiJA9dpfKjhxe0cCD1MA,Delivery,false
918,NleiJA9dpfKjhxe0cCD1MA,Good for Kids,false
919,NleiJA9dpfKjhxe0cCD1MA,Wheelchair Accessible,true
920,NleiJA9dpfKjhxe0cCD1MA,Good For Groups,false
921,NleiJA9dpfKjhxe0cCD1MA,Accepts Credit Cards,true
922,NleiJA9dpfKjhxe0cCD1MA,Price Range,2
923,NleiJA9dpfKjhxe0cCD1MA,Outdoor Seating,true
924,m2N5lcfXv5I2TVcXcMTtOw,Good for Kids,false
925,2e1jzfiHFGCRpV66gYNVbA,Wheelchair Accessible,true
926,2e1jzfiHFGCRpV66gYNVbA,Accepts Credit Cards,true
927,2e1jzfiHFGCRpV66gYNVbA,Price Range,3
928,L9UYbtAUOcfTgZFimehlXw,Alcohol,beer_and_wine
929,L9UYbtAUOcfTgZFimehlXw,Waiter Service,true
930,L9UYbtAUOcfTgZFimehlXw,Attire,casual
931,L9UYbtAUOcfTgZFimehlXw,Delivery,false
932,L9UYbtAUOcfTgZFimehlXw,Good for Kids,true
933,L9UYbtAUOcfTgZFimehlXw,Take-out,true
934,L9UYbtAUOcfTgZFimehlXw,Accepts Credit Cards,true
935,L9UYbtAUOcfTgZFimehlXw,Price Range,2
936,L9UYbtAUOcfTgZFimehlXw,Takes Reservations,false
937,L9UYbtAUOcfTgZFimehlXw,Caters,false
938,L9UYbtAUOcfTgZFimehlXw,Noise Level,average
939,L9UYbtAUOcfTgZFimehlXw,Has TV,false
940,L9UYbtAUOcfTgZFimehlXw,Wheelchair Accessible,true
941,L9UYbtAUOcfTgZFimehlXw,Good For Groups,true
942,L9UYbtAUOcfTgZFimehlXw,Outdoor Seating,true
943,L9UYbtAUOcfTgZFimehlXw,Wi-Fi,free
944,Lw5HqHiaH8Xag5rIF6nDsw,By Appointment Only,true
945,Lw5HqHiaH8Xag5rIF6nDsw,Wheelchair Accessible,true
946,Lw5HqHiaH8Xag5rIF6nDsw,Accepts Credit Cards,true
947,Lw5HqHiaH8Xag5rIF6nDsw,Price Range,2
948,WEUgyNNslbwhqYgku8Gt3Q,Alcohol,full_bar
949,WEUgyNNslbwhqYgku8Gt3Q,Waiter Service,true
950,WEUgyNNslbwhqYgku8Gt3Q,Delivery,false
951,WEUgyNNslbwhqYgku8Gt3Q,Attire,casual
952,WEUgyNNslbwhqYgku8Gt3Q,Good for Kids,true
953,WEUgyNNslbwhqYgku8Gt3Q,Take-out,true
954,WEUgyNNslbwhqYgku8Gt3Q,Accepts Credit Cards,true
955,WEUgyNNslbwhqYgku8Gt3Q,Price Range,2
956,WEUgyNNslbwhqYgku8Gt3Q,Takes Reservations,true
957,WEUgyNNslbwhqYgku8Gt3Q,Noise Level,average
958,WEUgyNNslbwhqYgku8Gt3Q,Has TV,true
959,WEUgyNNslbwhqYgku8Gt3Q,Good For Groups,true
960,WEUgyNNslbwhqYgku8Gt3Q,Outdoor Seating,true
961,WEUgyNNslbwhqYgku8Gt3Q,Wi-Fi,free
962,5wefpQ4OhJ4srP6j1vLTWw,By Appointment Only,false
963,5wefpQ4OhJ4srP6j1vLTWw,Wheelchair Accessible,true
964,5wefpQ4OhJ4srP6j1vLTWw,Accepts Credit Cards,true
965,5wefpQ4OhJ4srP6j1vLTWw,Price Range,3
966,JyqLejwP2CJ4KqdG9fOxDg,Accepts Credit Cards,true
967,JyqLejwP2CJ4KqdG9fOxDg,Price Range,1
968,JyqLejwP2CJ4KqdG9fOxDg,Outdoor Seating,true
969,JyqLejwP2CJ4KqdG9fOxDg,Wi-Fi,free
970,ealuKGLqWQ8VsOU12hq4sA,Alcohol,none
971,ealuKGLqWQ8VsOU12hq4sA,Waiter Service,false
972,ealuKGLqWQ8VsOU12hq4sA,Delivery,true
973,ealuKGLqWQ8VsOU12hq4sA,Attire,casual
974,ealuKGLqWQ8VsOU12hq4sA,Good for Kids,true
975,ealuKGLqWQ8VsOU12hq4sA,Take-out,true
976,ealuKGLqWQ8VsOU12hq4sA,Accepts Credit Cards,true
977,ealuKGLqWQ8VsOU12hq4sA,Price Range,2
978,ealuKGLqWQ8VsOU12hq4sA,Takes Reservations,false
979,ealuKGLqWQ8VsOU12hq4sA,Noise Level,loud
980,ealuKGLqWQ8VsOU12hq4sA,Has TV,true
981,ealuKGLqWQ8VsOU12hq4sA,Good For Groups,true
982,ealuKGLqWQ8VsOU12hq4sA,Outdoor Seating,true
983,Sodko0hlMg7F5doNJGKcWQ,Alcohol,full_bar
984,Sodko0hlMg7F5doNJGKcWQ,Waiter Service,true
985,Sodko0hlMg7F5doNJGKcWQ,Delivery,false
986,Sodko0hlMg7F5doNJGKcWQ,Attire,casual
987,Sodko0hlMg7F5doNJGKcWQ,Good for Kids,true
988,Sodko0hlMg7F5doNJGKcWQ,Take-out,true
989,Sodko0hlMg7F5doNJGKcWQ,Accepts Credit Cards,true
990,Sodko0hlMg7F5doNJGKcWQ,Price Range,2
991,Sodko0hlMg7F5doNJGKcWQ,Takes Reservations,true
992,Sodko0hlMg7F5doNJGKcWQ,Noise Level,average
993,Sodko0hlMg7F5doNJGKcWQ,Wheelchair Accessible,true
994,Sodko0hlMg7F5doNJGKcWQ,Good For Groups,true
995,Sodko0hlMg7F5doNJGKcWQ,Outdoor Seating,false
996,mBM3e0DHU9T2r_mfojSciQ,Price Range,2
997,4dAvlk4JufJKX3bYB6YLCQ,Accepts Credit Cards,true
998,4dAvlk4JufJKX3bYB6YLCQ,Price Range,2
999,4dAvlk4JufJKX3bYB6YLCQ,Outdoor Seating,true
